platform,brand_name,tier,title,price,currency,condition,listing_id,url,original_price
ebay,Coach,attainable luxury,"Coach Women's Multicolor Logo Crossbody Bag Buckle Flap Zip, Black Strap",200.0,USD,Pre-owned - Good,v1|257695825620|0,https://www.ebay.com/itm/257695825620?_skw=Coach+handbag&hash=item3bffde3ed4:g:eIcAAeSwmX1qiSqr,
ebay,Coach,attainable luxury,"Coach Signature Logo Tote, Brown Pink Trim Double Handles Zip Gold Hardware",35.0,USD,Pre-owned - Good,v1|318764853612|0,https://www.ebay.com/itm/318764853612?_skw=Coach+handbag&hash=item4a37dda96c:g:4zMAAeSwGDJqiJmv,
ebay,Coach,attainable luxury,Coach Signature Logo Medium Satchel Top Handle Zip Brown Tan Hang Tag Pockets,49.0,USD,Pre-owned - Excellent,v1|336753501590|0,https://www.ebay.com/itm/336753501590?_skw=Coach+handbag&hash=item4e6812a596:g:B2sAAeSwja9qh6z4,
ebay,Coach,attainable luxury,Coach Signature Logo Jacquard Zip Crescent Shoulder Bag Black/Gray Charm,75.0,USD,Pre-owned - Excellent,v1|398309997840|0,https://www.ebay.com/itm/398309997840?_skw=Coach+handbag&hash=item5cbd203d10:g:xqsAAeSwVZ5qh8ZG,
ebay,Coach,attainable luxury,coach shoulder handbag has 2 small blemishes shown in pictures,35.0,USD,Pre-owned - Good,v1|800546842845|0,https://www.ebay.com/itm/800546842845?_skw=Coach+handbag&hash=itemba644f68dd:g:I8cAAeSwWOBqiLfG,
ebay,Coach,attainable luxury,coach handbags vintage brown,70.0,USD,Pre-owned - Excellent,v1|398312499900|0,https://www.ebay.com/itm/398312499900?_skw=Coach+handbag&hash=item5cbd466abc:g:NLUAAeSw2rZqiKVY,
ebay,Coach,attainable luxury,Coach Madison Op Art Kara Carryall Gray Silver 22344 Tote Shoulder bag,125.0,USD,Pre-owned - Excellent,v1|158213605423|0,https://www.ebay.com/itm/158213605423?_skw=Coach+handbag&hash=item24d644082f:g:m44AAeSwF5BqiNGy,
ebay,Coach,attainable luxury,Coach Signature Logo Crossbody Bag Brown/Black & Wallet - Dust Bag included,50.0,USD,Pre-owned - Excellent,v1|336754624538|0,https://www.ebay.com/itm/336754624538?_skw=Coach+handbag&hash=item4e6823c81a:g:ZiIAAeSwJmhqiH-c,
ebay,Coach,attainable luxury,Coach Campbell Purse & Matching Wallet Burgundy Color,79.99,USD,Pre-owned - Good,v1|366621709273|0,https://www.ebay.com/itm/366621709273?_skw=Coach+handbag&hash=item555c5b53d9:g:L8cAAeSw3vtqiSsO,
ebay,Coach,attainable luxury,Coach Medium White Pebbled Satchel Top Handle Zip Purse Gold Hardware Pockets,80.0,USD,Pre-owned - Good,v1|820033310246|0,https://www.ebay.com/itm/820033310246?_skw=Coach+handbag&hash=itembeedcb4e26:g:RncAAeSwaONqiQdd,
ebay,Coach,attainable luxury,Coach Red Embossed Logo Satchel Top Handle Zip Crossbody Strap Gold Hardware,300.0,USD,Pre-owned - Excellent,v1|820027997862|0,https://www.ebay.com/itm/820027997862?_skw=Coach+handbag&hash=itembeed7a3ea6:g:4FgAAeSwaGNqh0fg,
ebay,Coach,attainable luxury,Coach Teri Shoulder Bag with quilting in maple,175.0,USD,Pre-owned - Excellent,v1|147520721596|0,https://www.ebay.com/itm/147520721596?_skw=Coach+handbag&hash=item2258eb92bc:g:qNUAAeSwuTdqiRHp,
ebay,Coach,attainable luxury,Coach Mollie Tote in Denim,140.0,USD,Pre-owned - Excellent,v1|820032710397|0,https://www.ebay.com/itm/820032710397?_skw=Coach+handbag&hash=itembeedc226fd:g:maoAAeSwN0tqiNFp,
ebay,Coach,attainable luxury,Coach Teri Shoulder Bag In Signature Canvas CV933 Dusty Pink,89.0,USD,Pre-owned - Excellent,v1|188392792741|0,https://www.ebay.com/itm/188392792741?_skw=Coach+handbag&hash=item2bdd15e2a5:g:~24AAeSwkxNqCchl&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbrd8rTVHfbP5B8VPLar0Hbz%2FZELRvvgj4T6UgdwlpXvyrJ0OtihNenwLrGdcF9Vnx%2BYdHQt%2BYFiIPqeTtz3whD6Qj15zYArml5Hau1yzsnEbe6yQjmjAnrsrSE7x6beiJ39gn2RAmjO8dhVKlCwJX9CN3nhUV23JinjjrRXXwSrcK51toftiWYLOrAM2qi%2BI04H6TiAiRvtVZqRG5c2UJte8HxG3gbPKH7%2BH2dm3tdVAdJ1vEgr4D6Pv2sVZDXMBIDg982sJNA5yBYyVT7citN6dNRofiTbrmxaPXMZZBzeQ%3D%3D,
ebay,Coach,attainable luxury,Coach Teri Shoulder Bag In Signature Canvas CAL51 Powder Pink NEW,85.0,USD,Pre-owned - Excellent,v1|407141851796|0,https://www.ebay.com/itm/407141851796?_skw=Coach+handbag&hash=item5ecb8ba294:g:xVkAAeSwwSNqfeNm&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYteDYaDyq2WW9b7xbUeApRfiBvsnvSZIkqkEUSvEd6D8%2BdQUqzKwgI1XzxjiRkUw9E8SFuVydo%2Be4Q23ucJS2TJTMNLqRm3kO0D2XCz3cIl%2B1LUdcy7Z%2BG433FzJvpvn%2BdvL61vffyFENz7rBox%2FECx7uPYnRLKIM2EohUC9FsSj6QcNjP0ag7y6O7UDrNKR2EkR73A%2Fg5aax3LfezmG23gE1ePPoigMUhYQrmu%2BtHVaeF%2BcrguxtcNHP%2FL0JtRp7DEfnHBTKKN9bd6eo%2BzoqpPuyvjoUKN1W8dGxsVoa51Q%3D%3D,
ebay,Coach,attainable luxury,coach Soho Signature Jacquard top handle shoulder bag CJ814 Maple Brown Outlet,109.0,USD,Pre-owned - Excellent,v1|358633619877|0,https://www.ebay.com/itm/358633619877?_skw=Coach+handbag&hash=item53803ac1a5:g:tLUAAeSwwa9qICbB&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYr%2FiuaxHepfHBNnHEFM0Orc%2Bi61p2oyDIhSLoFPbbo10hQc89QizyKXDJ4y0X8FYEIapXhtLZuKm67ddhY2Yhs8JGpKlYnMGTED4Kh%2FXst7nts6UigFDTGhUQsrFkWQyIYaGQhqvBLba0M9CkV4h07tDNFo8S676C7aTlgN8Pg%2FwyWUhgk%2FLsNGNr6agkHXeiWZyqTM%2BhuvaXAOP%2F3sH0Pte1eKOkPZnTCubBdkH9itwJQNIUiyl6t1xUo1PIH8aU%2FLWjo4%2B3vCAeaNYI7lm4vevF%2BAfQUHZvhBSkQhm6HEA%3D%3D,
ebay,Coach,attainable luxury,coach purse,300.0,USD,Pre-owned - Good,v1|820033548008|0,https://www.ebay.com/itm/820033548008?_skw=Coach+handbag&hash=itembeedceeee8:g:~TcAAeSwKVhqiSUC,
ebay,Coach,attainable luxury,Coach Signature Logo Phone Bag Wallet Chain Crossbody Snap Brown/Black,50.0,USD,Pre-owned - Good,v1|398312127701|0,https://www.ebay.com/itm/398312127701?_skw=Coach+handbag&hash=item5cbd40bcd5:g:In0AAeSwRjVqiImc,
ebay,Coach,attainable luxury,coach handbags,65.0,USD,Pre-owned - Good,v1|407161496181|0,https://www.ebay.com/itm/407161496181?_skw=Coach+handbag&hash=item5eccb76275:g:xWEAAeSwkhFqiKEW,
ebay,Coach,attainable luxury,Coach Floral Shoulder Bag White Pink Purple Zip Adjustable Strap Inner Pockets,50.0,USD,Pre-owned - Excellent,v1|318761150209|0,https://www.ebay.com/itm/318761150209?_skw=Coach+handbag&hash=item4a37a52701:g:X~0AAeSweAVqh559,
ebay,Coach,attainable luxury,Coach Brown/Beige Logo Medium Shoulder Bag Metallic Zip Inner Pockets Charm,25.0,USD,Pre-owned - Good,v1|287538812926|0,https://www.ebay.com/itm/287538812926?_skw=Coach+handbag&hash=item42f2a617fe:g:Bl8AAeSwMtZqiLgO,
ebay,Coach,attainable luxury,Coach Mollie Bucket Bag 22 Signature Canvas Heart Print CP056,210.0,USD,Pre-owned - Excellent,v1|366621616893|0,https://www.ebay.com/itm/366621616893?_skw=Coach+handbag&hash=item555c59eafd:g:ofEAAeSwVf1qiRMk,
ebay,Coach,attainable luxury,Coach 58660 Pink Leather Tote Bag + Signature Wristlet Pouch Purse Bundle,89.99,USD,Pre-owned - Good,v1|398312256441|0,https://www.ebay.com/itm/398312256441?_skw=Coach+handbag&hash=item5cbd42b3b9:g:nmsAAeSwQUJqiJQm,
ebay,Coach,attainable luxury,coach Hampton Clip Hobo,250.0,USD,Pre-owned - Good,v1|327321469816|0,https://www.ebay.com/itm/327321469816?_skw=Coach+handbag&hash=item4c35e14378:g:ceAAAeSw0yNqiQsq,
ebay,Coach,attainable luxury,COACH Teri Shoulder Bag In signature canvas/Gold/Powder Pink New CAL51,85.99,USD,Pre-owned - Excellent,v1|336747484865|0,https://www.ebay.com/itm/336747484865?_skw=Coach+handbag&hash=item4e67b6d6c1:g:mRQAAeSwF5Bqg01l,
ebay,Coach,attainable luxury,"Coach F19190 Kisslock Tote Handbag Khaki Tan Cream, Signature Stripe",85.0,USD,Pre-owned - Excellent,v1|206509552590|0,https://www.ebay.com/itm/206509552590?_skw=Coach+handbag&hash=item3014edb3ce:g:WaYAAeSw3vtqiTDq,
ebay,Coach,attainable luxury,Coach 36879 Black Shoulder bag with stamped snakeskin,100.0,USD,Pre-owned - Fair,v1|800547113150|0,https://www.ebay.com/itm/800547113150?_skw=Coach+handbag&hash=itemba645388be:g:M~0AAeSwEU1qiN3d,
ebay,Coach,attainable luxury,Coach Blue Gray White Logo Print Large Shoulder Bag Zip Silver Charm,50.0,USD,Pre-owned - Excellent,v1|257695748523|0,https://www.ebay.com/itm/257695748523?_skw=Coach+handbag&hash=item3bffdd11ab:g:tWwAAeSwaONqiRTb,
ebay,Coach,attainable luxury,"COACH Teri Shoulder Bag In Signature Canvas White/Chalk, Only unpacked, not used",86.0,USD,Pre-owned - Excellent,v1|407005759535|0,https://www.ebay.com/itm/407005759535?_skw=Coach+handbag&hash=item5ec36f082f:g:wHQAAeSw7DBqh2Tz&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbdAp5xc%2FZAetsEU30y3tNsOwKO9ZuUqnFE7TvQqI79jS1CDhdi8YALe1N8JR233zQrc6h46lPc79zrM8v8sz%2Bwww7b3RGYzZCbn%2FuupwMLSLc52deWTBP7lJexTWvlpr3yqoCETFI5OphrFDFHWkFawV0H8uREYv%2F2V%2FrjcYJR7S2jJ6dhmoMTt62hYVTbd3ybErWtEagV%2BEsxTLceFSCkjml5jrAYE%2Fhpaczy5SlnF5WzkuQ6Rkd1U1gVL1NDnz8LbtMjGNSoql71PBOjQ4%2FzMfaE%2BwPYBb51NVyPKaRK6Q%3D%3D,
ebay,Coach,attainable luxury,COACH Teri Shoulder Bag In signature canvas/Gold/Powder Pink New CAL51.,88.98,USD,Pre-owned - Excellent,v1|800008361422|0,https://www.ebay.com/itm/800008361422?_skw=Coach+handbag&hash=itemba4436d5ce:g:CDAAAeSwvb1qAu7B&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGaS1yR%2BEga0zaIcnFHAs9HT30TG0WKshblAe%2FTbrcoRgoqhr5F7qEMD8Wi%2Fv2sS1YbwT2%2Fcvf3wC826npSBiQhIe7xSvrfNFaj%2BwXzHkvzrEZlGvgNc%2F9l%2BAk8ibHksfhAHgeocEDmw%2Fq%2FcZjpOUYEJH0I8srAyXw5NapPFK5v8RYTAURR%2BFTsqmYUSL%2FEtWdDwRVUeFq%2FKIwBi16dO8almg4tp3dzghxNBZMZoEzcL10k9guQOqbED7wuM6g98TMsXNTi0v3Ddw8dksFawJYUko0htRzlHJ47mzCOLsnk%2FEA%3D%3D,
ebay,Coach,attainable luxury,Coach Ashton Bag Signature Denim CQ184 Dark Denim-NEW WITH TAG,128.0,USD,Pre-owned - Excellent,v1|398019177334|0,https://www.ebay.com/itm/398019177334?_skw=Coach+handbag&hash=item5cabcaab76:g:XC0AAeSwxptqHw18&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbYCj2sBNQNHO54lBUtKaUsM%2FCZdZuZIGxAAjDEgIP6ZB3tNy7LbWfRFANCfrEe9UiVQ5wgY5ktOn3BftZKYhpKTKhpowB3uqq2ygDlwP5GLwqYxw0fKfrkAxUMccGnOEF%2BNRX273NIqpZdu3TDx9UgRz8J12Vtbt3YaL%2FRnqWHaXhBxsqhEjD6429OQGMxHQ64WkAnWhxa7rox%2Bsi4IILBNU5tTDxDCB%2FkxmifCTr60lgY%2FdFs2m34Pz3zE3VFdp3JVaQdIUPuWnjgAShI9YZNMlH%2BCzaLUmBdkHxI3gs3nQ%3D%3D,
ebay,Coach,attainable luxury,Large coach faye shoulder bag black with silver hardware,165.0,USD,Pre-owned - Excellent,v1|377439999114|0,https://www.ebay.com/itm/377439999114?_skw=Coach+handbag&hash=item57e12d548a:g:mO4AAeSwxZRqh6n4&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYuEvsO1UEEFriaAhgd5ij%2Bw%2FBBek%2FdOwU0UUyqhP5Exlugv%2B9ZwurT8e0JDtNvozNKGIQAZS3hf65zeVzKzAVDpPnjlsRI%2Fwjk0ye9sCzNyRQOHfYum%2Fo5TSgOgDAvxN84rbJsXE1B4UcYYDTqb18BxIDTTx7706KjyVQu%2BERYU63IRvm%2FMGb%2BxzxPomjKiJwAnmyBhg0HVcT41Sp0Dxwt9qnz%2F2XjKO11DVNTMzhbHCrSDLzDbVKCH8jPyNf9aZAJhcv9PIm%2BC8Fs1s7VG1cwKXH1grXrgBmK4fhL8XaWZg%3D%3D,
ebay,Coach,attainable luxury,COACH × KEITH HARING Handbag Tote Bag Canvas Leather Light Blue Multicolor 28651,268.28,USD,Pre-owned - Good,v1|336754987493|0,https://www.ebay.com/itm/336754987493?_skw=Coach+handbag&hash=item4e682951e5:g:stsAAeSwR8JqiM2-,
ebay,Coach,attainable luxury,COACH Mini Signature 6351 Shoulder Bag Leather Canvas Brown Silver,100.0,USD,Pre-owned - Excellent,v1|237022188279|0,https://www.ebay.com/itm/237022188279?_skw=Coach+handbag&hash=item372f9f92f7:g:8HYAAeSwrBFqiNXH,
ebay,Coach,attainable luxury,COACH Hamptons Signature Carryall Shoulder Bag Black Jacquard Leather Women's,120.0,USD,Pre-owned - Excellent,v1|287539315585|0,https://www.ebay.com/itm/287539315585?_skw=Coach+handbag&hash=item42f2adc381:g:zUIAAeSwicFqiRYw,
ebay,Coach,attainable luxury,coach purse,75.0,USD,Pre-owned - Good,v1|820033537774|0,https://www.ebay.com/itm/820033537774?_skw=Coach+handbag&hash=itembeedcec6ee:g:9f4AAeSwe9ZqiSMJ,
ebay,Coach,attainable luxury,coach purse,90.0,USD,Pre-owned - Good,v1|820033556074|0,https://www.ebay.com/itm/820033556074?_skw=Coach+handbag&hash=itembeedcf0e6a:g:E98AAeSwie9qiSat,
ebay,Coach,attainable luxury,Vintage Coach Stewardess Bag in British Tan,300.0,USD,Pre-owned - Good,v1|800547098131|0,https://www.ebay.com/itm/800547098131?_skw=Coach+handbag&hash=itemba64534e13:g:GJ0AAeSwaGNqiNx-,
ebay,Coach,attainable luxury,COACH CAM27 Juliet Shoulder Bag In Signature Denim Deep Blue Multi Outlet NEW,135.0,USD,Pre-owned - Excellent,v1|318203645349|0,https://www.ebay.com/itm/318203645349?_skw=Coach+handbag&hash=item4a166a4da5:g:-eIAAeSweM9p7PSk&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGa2Y5kszjKrA3m5Z0nt1rWeFX05gCZXzbSR4EiTgGb7ZJGYPhD%2FZ6OqXVCrsq3DL8bgCyehgbQwyPcIr9xzJ9a00oksxhbxaJPgKj2aahJRW8goUZbkhS5WtEiyYFaIyNGQ5y8g2fX7Sjn1pTIJEt4yeJjIJO0Qyc4AH2jhE5hdwdTvYjjINRu8vmnu51sO5iBwGdPAoDp48KEiACjbqN44bA0vP6%2BF9GJ041y%2B%2FoxyEpubuauT4o1bPVKtq1cEV8OMCPr1dQX%2BjVQ%2FXGQbDPMVUWsJTDHg8i5w%2BiHR2yXG3g%3D%3D,
ebay,Coach,attainable luxury,COACH CM545 Lana Shoulder Bag 23 Polished Pebble Leather Black .New,119.5,USD,Pre-owned - Excellent,v1|366490849404|0,https://www.ebay.com/itm/366490849404?_skw=Coach+handbag&hash=item55548e907c:g:ShoAAeSwTYtqNXOv&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGY4P2tbGDVuqr%2BZ8l8fuAZePOXuBm%2B5ShNd3qsRAa0J6EUkCyA682zz0uj5Y6JaNKxvBGMCq9TbiCe5oQV8QKVIh7g0ssH%2FAkrInI6OSZEP3fieV2UD0aexyhL5YRigjx6EWtr7qyKewzbLk0yaQtnscTSJL%2FF1s0x03ES30JjbasVOHXBZMR894anLo2tpvlzfbos0TuvEZdS2Hs2Vb%2FTRn5mNtX2GxyNnBQxMTPGU%2FPeWE%2FLWvHrrOlWckU6TMz8Vj6nWEBA%2FqNwL1Smf2h2wQPyV2A6SV%2BRXGifUSXmX8Q%3D%3D,
ebay,Coach,attainable luxury,COACH PVC Signature Carryall Black Gray Leather Shoulder Bag,60.0,USD,Pre-owned - Good,v1|168631035552|0,https://www.ebay.com/itm/168631035552?_skw=Coach+handbag&hash=item27433166a0:g:a3UAAeSwhDJqiH9c,
ebay,Coach,attainable luxury,Coach Women's,49.99,USD,Pre-owned - Excellent,v1|407159852070|0,https://www.ebay.com/itm/407159852070?_skw=Coach+handbag&hash=item5ecc9e4c26:g:CfwAAeSw0KVqh6yA,
ebay,Coach,attainable luxury,Black Coach Bag,45.0,USD,Pre-owned - Good,v1|237021833167|0,https://www.ebay.com/itm/237021833167?_skw=Coach+handbag&hash=item372f9a27cf:g:9MgAAeSwcZxqiJ2g,
ebay,Coach,attainable luxury,Coach Signature Small Shoulder Bag Brown/Beige Zip Closure Gold Hardware,85.0,USD,Pre-owned - Excellent,v1|407161798540|0,https://www.ebay.com/itm/407161798540?_skw=Coach+handbag&hash=item5eccbbff8c:g:O2YAAeSw9KNqiNcf,
ebay,Coach,attainable luxury,coach purse,120.0,USD,Pre-owned - Good,v1|820033559923|0,https://www.ebay.com/itm/820033559923?_skw=Coach+handbag&hash=itembeedcf1d73:g:KMIAAeSwXyxqiSfx,
ebay,Coach,attainable luxury,Cube Rogue Bag 20 Shoulder Bag Black CBH04 Outlet NEW leather,142.89,USD,Pre-owned - Excellent,v1|318747940849|0,https://www.ebay.com/itm/318747940849?_skw=Coach+handbag&hash=item4a36db97f1:g:NKQAAeSw2ZtqhCVo,
ebay,Coach,attainable luxury,coach purse,110.0,USD,Pre-owned - Good,v1|820033553881|0,https://www.ebay.com/itm/820033553881?_skw=Coach+handbag&hash=itembeedcf05d9:g:YAAAAeSwQKZqiSZJ,
ebay,Coach,attainable luxury,Coach Signature C Brown Tan Medium Shoulder Bag Zip Adjustable Strap Buckle,120.0,USD,Pre-owned - Good,v1|800540297824|0,https://www.ebay.com/itm/800540297824?_skw=Coach+handbag&hash=itemba63eb8a60:g:yWQAAeSwWg9qhw1X,
ebay,Coach,attainable luxury,Coach Signature Black Khaki Canvas Leather Soho Lynn Hobo Shoulder Bag *Read Des,98.0,USD,Pre-owned - Good,v1|318765104829|0,https://www.ebay.com/itm/318765104829?_skw=Coach+handbag&hash=item4a37e17ebd:g:YUUAAeSwww5qc1XS&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZhwSzDn8gSwlQDNNm4y20MqbC3ZX3Ai1W1Kh0%2ByglCrSl0SzrgMFuKABINaE3fK0hl19DhBFOGwqfLspfb2MCOaj1CPeQMISFzREQRM930fnq%2FJDnpzNb%2BxBiSDopNf2h8pQpnyJXl4BGmVvDYFSC2%2Fwoo1YO2YqoZhBUyRMXLoNMqqkNyZplG9vrD08%2Ff5YFDwRPikA6bzvVwT3He%2BdulWlGH7DtuxZHt4NMUWrlV4YusJZlUYedud7cn80kz%2BGt92wK9x%2FekXS37n0%2FKuw3MrriFXELr5EZmpn5KWbvvZQ%3D%3D,
ebay,Coach,attainable luxury,Coach CR114 Tabby Shoulder Bag 20 With Quilting And Lip Print Women New Outlet.,129.89,USD,Pre-owned - Excellent,v1|198296294730|0,https://www.ebay.com/itm/198296294730?_skw=Coach+handbag&hash=item2e2b61554a:g:gmkAAeSwB3Fp5fLi&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbEynyZEmAOiLJkCE3OVH76pfHu3Y6uLi58kumGI2KqYVHMDETncgkwD5B2J9vayGtn6WXjXixRz7LktGtR8Q5LlBtMscwMK7AimRg7gT0pZoEY1N3weVPR43w8ZYIXKa9bfWcfSnr%2FhXfDjWdgVm%2FBCe3kmr35nZt9tsfLqEgNSoymizaXBx%2BSUqdHVU6Z0MA%2F3VOc3HH9A7cBpPqwje5mGjpI0HNGbzxnVZ%2FzCerqpEl%2BciyVKy5ieoppuYjVf%2Bpxgw8clb1O%2FdXzfxADQTVc7dmmi4kOachRbNA7T9PHTQ%3D%3D,
ebay,Coach,attainable luxury,Coach Large City Tote Brown Signature Logo Zip Top Black Leather Double Handles,120.0,USD,Pre-owned - Excellent,v1|800546539594|0,https://www.ebay.com/itm/800546539594?_skw=Coach+handbag&hash=itemba644ac84a:g:7jsAAeSwzbZqiJsa&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZS5%2FrXxZwMkammkMPwVWjtjnVka5fpUqw8gE4XxnYUfLU28cgnjBxDri%2FNbGw4eSvcvcur0Pp%2Bq2E949u0ExW9%2F0g12frWD%2BJQGi%2Fcdgh%2Fo2xP7uakwW%2B4rKhdIgmX%2F7biXcq7SDxlZj4GiKyeVMWPELSpRumD%2BqZo%2FOUpl%2FCGxRDcnacwRSiXsyx2Kflh934nEovPwtcKi9IpMbVYqYAf1buQ0at9dYIvrzz06wVCQbd500mJG%2FVNtSaF%2F4k4I3Q%2FzW4EBdgS70G1lLdqHc7F5E16AUchfafpOESiFGHgWA%3D%3D,
ebay,Coach,attainable luxury,Coach Charlie Rivets Shoulder Purse Tote Bag Nude Pink Leather Gold Hardware,120.0,USD,Pre-owned - Excellent,v1|318765257494|0,https://www.ebay.com/itm/318765257494?_skw=Coach+handbag&hash=item4a37e3d316:g:20IAAeSwbiNqezPI&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbi3PD6GDToEaEHsJ24yE9KeLOt8Ccu%2Fj%2BaI2astQ6N0%2BFM1RzqZyOHMXY5CfZwQAAY7Rr65h5EC1PK%2BLxrWnwXb3e0cfsPeE3vUQCTm2y4P8cfxYvelfOa7IQ51o0C2n4KEpXwI9ci18AZ5S3CkLpoQ3SlQDFgpqH7Dd8BFjKz7Y9g5PA2YCOpqP6G7oCK6JQAzt4gGcHPQtvky9dQn7%2BkivGErd7gE9XmitC4cKOtriJjG%2Fude1SG9c3%2FLR7EbEHlDbkHacg14LDRNm8G6aSNZKUBIA1ZZa8%2Fi%2BIeDbh6gQ%3D%3D,
ebay,Coach,attainable luxury,Coach Womens Small Pride Logo Shoulder Bag Brown Multicolor Zip Gold Lined Y2K,100.0,USD,Pre-owned - Excellent,v1|398313225527|0,https://www.ebay.com/itm/398313225527?_skw=Coach+handbag&hash=item5cbd517d37:g:L3YAAeSwmmZqiSQw&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYPJxEtYgsRa1LqYx7PG2IJamI6pCE%2BaxK%2BubRcsA6rJO1mr9bm8WIS7duUXPBKk7eVx%2FD3XNyo2gTAm2OMpb8kOJ6ezBEaewxqJ4tpZKCB2ctglfTn%2FOnWZyOU0xoQyOw546OdY8yDJeKWZ0myBSoxDsPBrs9RGH%2Fh0KxUfUVN2hO33H5uKYPd66628LW3OeHcSw5ORhwncdDYG5VZZ%2FaAKqgMZ8wUGnOEqO36t1tOVmR7IZF0e88isPGCvx7ZYp9YT08DaU8x%2F4tSQUGuK0vSr6%2BFBYlH9WLdHbfObYeDVw%3D%3D,
ebay,Coach,attainable luxury,Coach Brooklyn 34 Retro Style Leather Shoulder Bag,138.0,USD,Pre-owned - Excellent,v1|397854582050|0,https://www.ebay.com/itm/397854582050?_skw=Coach+handbag&hash=item5ca1fb2522:g:aZkAAeSweM9p47Po&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbMycY2IvHVoPBKOimzCxtmeTS%2FEMK%2BN%2BG0aJmmnjyoHoPVYpFdse090PU9YjrubRFgpOH57%2B2tqzFqosW3iDFCae9bGCqXNUb%2BXy7Q52%2FDGtl0JJVy%2BzheYwaxO19evdmoFhpIG4ACr31G7yitxhaLJlv3%2F2CNNFG4e9lFt8MPZ09ksTUNdJqZMHBW7ZGxrCc3lOQQLx%2BpxktoyyJ1sekMAePQrVlNb--NMkWQw6S7hYepQcjkaJoSkD0PyeeXHJSHBJ23tS6zvk2I76N4eqosW8mjAXAiEEoG1R7MBrgkkg%3D%3D,
ebay,Coach,attainable luxury,Coach Elias crossbody in signature canvas,120.0,USD,Pre-owned - Excellent,v1|158214027126|0,https://www.ebay.com/itm/158214027126?_skw=Coach+handbag&hash=item24d64a7776:g:VxwAAeSwzbZqiS-z,
ebay,Coach,attainable luxury,"Coach Purple Pebbled Logo Crossbody Bag, Zip Closure, Detachable Strap, Silver",45.0,USD,Pre-owned - Good,v1|327321578282|0,https://www.ebay.com/itm/327321578282?_skw=Coach+handbag&hash=item4c35e2eb2a:g:u9oAAeSwgqhqiTCT,
ebay,Coach,attainable luxury,coach purse,120.0,USD,Pre-owned - Good,v1|820033546735|0,https://www.ebay.com/itm/820033546735?_skw=Coach+handbag&hash=itembeedcee9ef:g:CwYAAeSw3vtqiSRn,
ebay,Coach,attainable luxury,"COACH Teri Shoulder Bag In Signature Gold/Walnut/Black, Only unpacked, not used",109.9,USD,Pre-owned - Excellent,v1|389263541667|0,https://www.ebay.com/itm/389263541667?_skw=Coach+handbag&hash=item5aa1ea45a3:g:aRMAAeSwvTlpICxK,
ebay,Coach,attainable luxury,Coach Black Small Shoulder Bag Zip Top Detachable Strap Silver Hardware Pockets,250.0,USD,Pre-owned - Excellent,v1|336754963306|0,https://www.ebay.com/itm/336754963306?_skw=Coach+handbag&hash=item4e6828f36a:g:jpMAAeSw2ZtqiMcB,
ebay,Coach,attainable luxury,Limited Edition Coach Hampton Miranda Python Satchel Handbag 11089,475.0,USD,Pre-owned - Excellent,v1|147520558782|0,https://www.ebay.com/itm/147520558782?_skw=Coach+handbag&hash=item2258e916be:g:EqsAAeSwi0pqiN-y,
ebay,Coach,attainable luxury,Red Coach Hadley Luxe Zip Pebbled Leather Satchel Purse Handbag Shoulder F31334,49.0,USD,Pre-owned - Fair,v1|398312722401|0,https://www.ebay.com/itm/398312722401?_skw=Coach+handbag&hash=item5cbd49cfe1:g:q-YAAeSwjPFqiM3F,
ebay,Coach,attainable luxury,vintage genuine leather coach handbag,75.0,USD,Pre-owned - Good,v1|178420673977|0,https://www.ebay.com/itm/178420673977?_skw=Coach+handbag&hash=item298ab36db9:g:QL0AAeSweY5qhLCE,
ebay,Coach,attainable luxury,Coach Women's Black and Brown Bag,70.0,USD,Pre-owned - Good,v1|168631040341|0,https://www.ebay.com/itm/168631040341?_skw=Coach+handbag&hash=item2743317955:g:BfYAAeSwptdqiICX,
